crime_type,severity,latitude,longitude
High Severity Area,2,28.619448,77.022863
High Severity Area,2,28.614505,77.030045
High Severity Area,2,28.62039,77.026989
High Severity Area,2,28.612913,77.030292
High Severity Area,10,28.622333,77.05645
High Severity Area,10,28.591153,77.090833
High Severity Area,10,28.571461,77.038552
High Severity Area,10,28.585141,77.037707
High Severity Area,10,28.546821,77.095931
High Severity Area,8,28.557553,77.023468
High Severity Area,8,28.596493,77.068051
High Severity Area,8,28.607338,77.01201
High Severity Area,8,28.565397,77.030393
High Severity Area,8,28.627187,77.057523
High Severity Area,6,28.602309,77.063408
High Severity Area,6,28.607237,77.059942
High Severity Area,6,28.559671,77.022762
High Severity Area,6,28.570989,77.061583
High Severity Area,6,28.570685,77.076367
High Severity Area,4,28.580461,77.052292
High Severity Area,4,28.591313,77.037969
High Severity Area,4,28.595295,77.046771
High Severity Area,4,28.593612,77.069357
High Severity Area,4,28.599518,77.057916
High Severity Area,2,28.583323,77.044761
High Severity Area,2,28.58457,77.059475
High Severity Area,2,28.583046,77.053471
High Severity Area,2,28.585872,77.0575
High Severity Area,2,28.590679,77.041026
High Severity Area,10,28.550159,76.997854
High Severity Area,10,28.56131,77.007487
High Severity Area,10,28.612362,77.057587
High Severity Area,10,28.628408,77.031078
High Severity Area,10,28.616869,77.005641
High Severity Area,8,28.564973,77.006451
High Severity Area,8,28.567624,77.068169
High Severity Area,8,28.560631,77.038732
High Severity Area,8,28.614476,77.049237
High Severity Area,8,28.605035,77.0808
High Severity Area,6,28.621484,77.026966
High Severity Area,6,28.577054,77.046857
High Severity Area,6,28.60958,77.046103
High Severity Area,6,28.57116,77.057451
High Severity Area,6,28.581778,77.020691
High Severity Area,4,28.604502,77.042048
High Severity Area,4,28.614428,77.060122
High Severity Area,4,28.609082,77.053884
High Severity Area,4,28.612826,77.047482
High Severity Area,4,28.608969,77.0537
High Severity Area,2,28.585906,77.044321
High Severity Area,2,28.601088,77.051307
High Severity Area,2,28.589947,77.038369
High Severity Area,2,28.588423,77.049668
High Severity Area,2,28.60546,77.044832
High Severity Area,10,28.518527,77.251286
High Severity Area,10,28.594663,77.265639
High Severity Area,10,28.582264,77.249937
High Severity Area,10,28.559742,77.25547
High Severity Area,10,28.560433,77.198385
High Severity Area,8,28.535104,77.218501
High Severity Area,8,28.538847,77.249501
High Severity Area,8,28.554454,77.218374
High Severity Area,8,28.576439,77.273757
High Severity Area,8,28.524713,77.255455
High Severity Area,6,28.589553,77.223522
High Severity Area,6,28.576795,77.241185
High Severity Area,6,28.567107,77.218666
High Severity Area,6,28.555002,77.216908
High Severity Area,6,28.565248,77.25545
High Severity Area,4,28.578575,77.237079
High Severity Area,4,28.569219,77.220918
High Severity Area,4,28.560282,77.226977
High Severity Area,4,28.557532,77.219893
High Severity Area,4,28.543457,77.235577
High Severity Area,2,28.569276,77.235627
High Severity Area,2,28.566383,77.247178
High Severity Area,2,28.568689,77.24319
High Severity Area,2,28.553243,77.233174
High Severity Area,2,28.572411,77.237413
High Severity Area,10,28.599732,77.205209
High Severity Area,10,28.532553,77.246905
High Severity Area,10,28.536967,77.226857
High Severity Area,10,28.538771,77.246494
High Severity Area,10,28.594652,77.246158
High Severity Area,8,28.523636,77.233932
High Severity Area,8,28.519151,77.238836
High Severity Area,8,28.537175,77.220868
High Severity Area,8,28.565321,77.203936
High Severity Area,8,28.546099,77.203679
High Severity Area,6,28.543446,77.253914
High Severity Area,6,28.57558,77.228767
High Severity Area,6,28.552605,77.221153
High Severity Area,6,28.551235,77.213322
High Severity Area,6,28.556385,77.244239
High Severity Area,4,28.53307,77.233394
High Severity Area,4,28.537332,77.230603
High Severity Area,4,28.550306,77.237436
High Severity Area,4,28.571153,77.245123
High Severity Area,4,28.560526,77.225605
High Severity Area,2,28.546493,77.233622
High Severity Area,2,28.545668,77.231417
High Severity Area,2,28.54601,77.233017
High Severity Area,2,28.550393,77.220332
High Severity Area,2,28.544012,77.234757
High Severity Area,10,28.448847,77.117622
High Severity Area,10,28.479566,77.149465
High Severity Area,10,28.419062,77.063008
High Severity Area,10,28.438495,77.096602
High Severity Area,10,28.444571,77.058521
High Severity Area,8,28.434782,77.126025
High Severity Area,8,28.4486,77.085605
High Severity Area,8,28.427447,77.121664
High Severity Area,8,28.466724,77.082956
High Severity Area,8,28.435424,77.090181
High Severity Area,6,28.436782,77.134091
High Severity Area,6,28.453538,77.103386
High Severity Area,6,28.433134,77.125261
High Severity Area,6,28.434779,77.118426
High Severity Area,6,28.413119,77.110322
High Severity Area,4,28.447317,77.10172
High Severity Area,4,28.420355,77.110344
High Severity Area,4,28.419597,77.103512
High Severity Area,4,28.430704,77.109094
High Severity Area,4,28.437814,77.102902
High Severity Area,2,28.423573,77.109017
High Severity Area,2,28.432574,77.111568
High Severity Area,2,28.426449,77.103241
High Severity Area,2,28.439672,77.098683
High Severity Area,2,28.437069,77.104964
High Severity Area,10,28.430786,77.118338
High Severity Area,10,28.491921,77.089234
High Severity Area,10,28.498153,77.120189
High Severity Area,10,28.441488,77.079961
High Severity Area,10,28.44897,77.062696
High Severity Area,8,28.487952,77.096951
High Severity Area,8,28.440728,77.101934
High Severity Area,8,28.44287,77.055507
High Severity Area,8,28.456469,77.128365
High Severity Area,8,28.457371,77.055928
High Severity Area,6,28.459817,77.102228
High Severity Area,6,28.501203,77.091196
High Severity Area,6,28.462918,77.123642
High Severity Area,6,28.50172,77.116006
High Severity Area,6,28.489111,77.082867
High Severity Area,4,28.481367,77.112848
High Severity Area,4,28.492488,77.103158
High Severity Area,4,28.489975,77.102471
High Severity Area,4,28.466049,77.097991
High Severity Area,4,28.472536,77.112152
High Severity Area,2,28.478476,77.093532
High Severity Area,2,28.484466,77.09949
High Severity Area,2,28.487824,77.092396
High Severity Area,2,28.479425,77.101073
High Severity Area,2,28.487498,77.094185
High Severity Area,10,28.511703,77.1063
High Severity Area,10,28.471763,77.107255
High Severity Area,10,28.458298,77.133194
High Severity Area,10,28.51536,77.113055
High Severity Area,10,28.431268,77.155288
High Severity Area,8,28.458424,77.074775
High Severity Area,8,28.501054,77.14343
High Severity Area,8,28.486234,77.137545
High Severity Area,8,28.450619,77.089729
High Severity Area,8,28.499841,77.136883
High Severity Area,6,28.49498,77.115776
High Severity Area,6,28.466456,77.101606
High Severity Area,6,28.480743,77.080358
High Severity Area,6,28.466744,77.12903
High Severity Area,6,28.491498,77.084799
High Severity Area,4,28.493847,77.088569
High Severity Area,4,28.487255,77.120301
High Severity Area,4,28.488824,77.122589
High Severity Area,4,28.476066,77.101459
High Severity Area,4,28.471495,77.10566
High Severity Area,2,28.489447,77.098809
High Severity Area,2,28.480777,77.111594
High Severity Area,2,28.479416,77.113076
High Severity Area,2,28.485389,77.108422
High Severity Area,2,28.486366,77.100175
High Severity Area,10,28.655326,77.268343
High Severity Area,10,28.592184,77.328082
High Severity Area,10,28.648784,77.292021
High Severity Area,10,28.630856,77.323563
High Severity Area,10,28.635364,77.288365
High Severity Area,8,28.649364,77.296481
High Severity Area,8,28.602829,77.278933
High Severity Area,8,28.663903,77.253681
High Severity Area,8,28.651918,77.270243
High Severity Area,8,28.66285,77.29975
High Severity Area,6,28.640709,77.300541
High Severity Area,6,28.649444,77.286045
High Severity Area,6,28.637253,77.282042
High Severity Area,6,28.642712,77.259561
High Severity Area,6,28.65786,77.269937
High Severity Area,4,28.636525,77.26388
High Severity Area,4,28.641813,77.289647
High Severity Area,4,28.649134,77.284341
High Severity Area,4,28.62555,77.259405
High Severity Area,4,28.63145,77.259719
High Severity Area,2,28.644475,77.277497
High Severity Area,2,28.6366,77.270871
High Severity Area,2,28.631248,77.286377
High Severity Area,2,28.633328,77.283564
High Severity Area,2,28.639692,77.273022
High Severity Area,10,28.707645,77.1978
High Severity Area,10,28.691462,77.187544
High Severity Area,10,28.713826,77.123596
High Severity Area,10,28.737269,77.139884
High Severity Area,10,28.69374,77.18961
High Severity Area,8,28.711747,77.182835
High Severity Area,8,28.756476,77.158
High Severity Area,8,28.738592,77.137888
High Severity Area,8,28.747769,77.154865
High Severity Area,8,28.700336,77.1304
High Severity Area,6,28.707308,77.178878
High Severity Area,6,28.699363,77.170074
High Severity Area,6,28.730115,77.18926
High Severity Area,6,28.717868,77.149357
High Severity Area,6,28.702068,77.148769
High Severity Area,4,28.743399,77.169312
High Severity Area,4,28.726976,77.172251
High Severity Area,4,28.745384,77.155748
High Severity Area,4,28.731152,77.159505
High Severity Area,4,28.740376,77.166365
High Severity Area,2,28.718264,77.16878
High Severity Area,2,28.734614,77.159996
High Severity Area,2,28.731427,77.171005
High Severity Area,2,28.734303,77.156858
High Severity Area,2,28.719145,77.169656
High Severity Area,10,28.360875,77.337692
High Severity Area,10,28.407909,77.344127
High Severity Area,10,28.404966,77.382672
High Severity Area,10,28.424098,77.360514
High Severity Area,10,28.366382,77.350459
High Severity Area,8,28.360413,77.317148
High Severity Area,8,28.421898,77.332781
High Severity Area,8,28.356804,77.353158
High Severity Area,8,28.41512,77.316396
High Severity Area,8,28.4102,77.338765
High Severity Area,6,28.381689,77.307045
High Severity Area,6,28.397211,77.325061
High Severity Area,6,28.386534,77.327893
High Severity Area,6,28.411444,77.362629
High Severity Area,6,28.381019,77.324139
High Severity Area,4,28.389498,77.331807
High Severity Area,4,28.375901,77.327454
High Severity Area,4,28.408648,77.35191
High Severity Area,4,28.401953,77.322977
High Severity Area,4,28.373998,77.350369
High Severity Area,2,28.390262,77.327132
High Severity Area,2,28.385406,77.33083
High Severity Area,2,28.382488,77.342418
High Severity Area,2,28.38304,77.340691
High Severity Area,2,28.388973,77.336419
High Severity Area,10,28.377422,77.326904
High Severity Area,10,28.405707,77.295172
High Severity Area,10,28.450728,77.332753
High Severity Area,10,28.433175,77.316094
High Severity Area,10,28.441277,77.304387
High Severity Area,8,28.395447,77.357353
High Severity Area,8,28.37572,77.32505
High Severity Area,8,28.415234,77.295848
High Severity Area,8,28.428815,77.321716
High Severity Area,8,28.424248,77.307735
High Severity Area,6,28.42578,77.343859
High Severity Area,6,28.426825,77.292692
High Severity Area,6,28.386642,77.325646
High Severity Area,6,28.396978,77.319201
High Severity Area,6,28.423452,77.308112
High Severity Area,4,28.403144,77.328611
High Severity Area,4,28.39183,77.308572
High Severity Area,4,28.425749,77.309137
High Severity Area,4,28.421642,77.308076
High Severity Area,4,28.424389,77.306309
High Severity Area,2,28.409746,77.321079
High Severity Area,2,28.408969,77.324254
High Severity Area,2,28.411398,77.32288
High Severity Area,2,28.405435,77.314185
High Severity Area,2,28.413786,77.320601
High Severity Area,10,28.662344,77.160891
High Severity Area,10,28.653206,77.126838
High Severity Area,10,28.657209,77.074406
High Severity Area,10,28.621162,77.071664
High Severity Area,10,28.64387,77.07706
High Severity Area,8,28.657157,77.109182
High Severity Area,8,28.681901,77.09732
High Severity Area,8,28.62479,77.112412
High Severity Area,8,28.657481,77.109136
High Severity Area,8,28.619585,77.10103
High Severity Area,6,28.643961,77.138546
High Severity Area,6,28.65313,77.123414
High Severity Area,6,28.656997,77.122761
High Severity Area,6,28.652481,77.114503
High Severity Area,6,28.630263,77.109159
High Severity Area,4,28.676422,77.111592
High Severity Area,4,28.641114,77.107664
High Severity Area,4,28.652481,77.130779
High Severity Area,4,28.642029,77.128415
High Severity Area,4,28.637766,77.097711
High Severity Area,2,28.656714,77.107596
High Severity Area,2,28.657846,77.121717
High Severity Area,2,28.657501,77.116541
High Severity Area,2,28.658335,77.106569
High Severity Area,2,28.655136,77.107519
High Severity Area,10,28.669787,77.176991
High Severity Area,10,28.667519,77.139678
High Severity Area,10,28.668701,77.204458
High Severity Area,10,28.73608,77.165935
High Severity Area,10,28.737365,77.200605
High Severity Area,8,28.705638,77.137084
High Severity Area,8,28.715807,77.189738
High Severity Area,8,28.72601,77.176761
High Severity Area,8,28.745534,77.169739
High Severity Area,8,28.69166,77.160228
High Severity Area,6,28.738184,77.183472
High Severity Area,6,28.69071,77.165464
High Severity Area,6,28.741563,77.182957
High Severity Area,6,28.688412,77.195095
High Severity Area,6,28.708151,77.154896
High Severity Area,4,28.726348,77.17568
High Severity Area,4,28.711688,77.17769
High Severity Area,4,28.711914,77.178126
High Severity Area,4,28.733646,77.175088
High Severity Area,4,28.705961,77.17324
High Severity Area,2,28.721448,77.169672
High Severity Area,2,28.708459,77.179337
High Severity Area,2,28.711576,77.174719
High Severity Area,2,28.711043,77.169708
High Severity Area,2,28.725688,77.163578
High Severity Area,10,28.650291,77.286655
High Severity Area,10,28.639153,77.232688
High Severity Area,10,28.703088,77.239327
High Severity Area,10,28.684363,77.281168
High Severity Area,10,28.705842,77.320941
High Severity Area,8,28.648174,77.307144
High Severity Area,8,28.691067,77.245612
High Severity Area,8,28.68668,77.248964
High Severity Area,8,28.688135,77.251012
High Severity Area,8,28.705024,77.280398
High Severity Area,6,28.708389,77.279004
High Severity Area,6,28.668022,77.265069
High Severity Area,6,28.685328,77.298644
High Severity Area,6,28.700401,77.292475
High Severity Area,6,28.673069,77.270511
High Severity Area,4,28.679618,77.289829
High Severity Area,4,28.686289,77.281245
High Severity Area,4,28.682803,77.274224
High Severity Area,4,28.697064,77.256602
High Severity Area,4,28.699136,77.276194
High Severity Area,2,28.687512,77.268598
High Severity Area,2,28.674879,77.283066
High Severity Area,2,28.684348,77.276507
High Severity Area,2,28.688304,77.274395
High Severity Area,2,28.691587,77.277054
High Severity Area,10,28.584263,77.322479
High Severity Area,10,28.560245,77.327411
High Severity Area,10,28.590994,77.294773
High Severity Area,10,28.615529,77.291015
High Severity Area,10,28.593378,77.292231
High Severity Area,8,28.589499,77.310568
High Severity Area,8,28.582009,77.288851
High Severity Area,8,28.559976,77.311197
High Severity Area,8,28.584098,77.288921
High Severity Area,8,28.551905,77.302318
High Severity Area,6,28.570284,77.32519
High Severity Area,6,28.595969,77.291323
High Severity Area,6,28.559821,77.29474
High Severity Area,6,28.580838,77.307163
High Severity Area,6,28.580874,77.274305
High Severity Area,4,28.571766,77.321514
High Severity Area,4,28.581555,77.311196
High Severity Area,4,28.581702,77.305641
High Severity Area,4,28.569573,77.304507
High Severity Area,4,28.598436,77.293901
High Severity Area,2,28.580211,77.308659
High Severity Area,2,28.598072,77.311888
High Severity Area,2,28.597471,77.312143
High Severity Area,2,28.596245,77.309513
High Severity Area,2,28.582565,77.309825
High Severity Area,10,28.689799,77.048226
High Severity Area,10,28.736206,77.129679
High Severity Area,10,28.640942,77.102654
High Severity Area,10,28.651614,77.107615
High Severity Area,10,28.726565,77.074688
High Severity Area,8,28.678993,77.115063
High Severity Area,8,28.681391,77.058022
High Severity Area,8,28.651164,77.06382
High Severity Area,8,28.726544,77.134988
High Severity Area,8,28.696144,77.094439
High Severity Area,6,28.673342,77.086505
High Severity Area,6,28.681088,77.119594
High Severity Area,6,28.715106,77.121793
High Severity Area,6,28.693986,77.0991
High Severity Area,6,28.692927,77.088242
High Severity Area,4,28.673792,77.083986
High Severity Area,4,28.695744,77.094579
High Severity Area,4,28.674672,77.099691
High Severity Area,4,28.704577,77.105848
High Severity Area,4,28.681609,77.084791
High Severity Area,2,28.695844,77.086589
High Severity Area,2,28.678712,77.090502
High Severity Area,2,28.688621,77.098447
High Severity Area,2,28.69069,77.087849
High Severity Area,2,28.689868,77.09086
High Severity Area,10,28.450163,77.176103
High Severity Area,10,28.428161,77.162896
High Severity Area,10,28.436998,77.151653
High Severity Area,10,28.385188,77.109364
High Severity Area,10,28.439409,77.169209
High Severity Area,8,28.43037,77.129546
High Severity Area,8,28.400938,77.136781
High Severity Area,8,28.438836,77.111061
High Severity Area,8,28.412844,77.126205
High Severity Area,8,28.436001,77.12184
High Severity Area,6,28.423046,77.145119
High Severity Area,6,28.443878,77.161085
High Severity Area,6,28.434157,77.151647
High Severity Area,6,28.460512,77.135906
High Severity Area,6,28.414419,77.126556
High Severity Area,4,28.418909,77.1389
High Severity Area,4,28.444322,77.145954
High Severity Area,4,28.441392,77.156799
High Severity Area,4,28.417109,77.131063
High Severity Area,4,28.442208,77.148538
High Severity Area,2,28.431565,77.137929
High Severity Area,2,28.428137,77.140235
High Severity Area,2,28.430651,77.151468
High Severity Area,2,28.437467,77.144681
High Severity Area,2,28.432835,77.143033
High Severity Area,10,28.477217,77.081701
High Severity Area,10,28.517868,77.11899
High Severity Area,10,28.437773,77.077364
High Severity Area,10,28.48222,77.122324
High Severity Area,10,28.493218,77.16144
High Severity Area,8,28.469035,77.106535
High Severity Area,8,28.490289,77.086249
High Severity Area,8,28.442691,77.126521
High Severity Area,8,28.447306,77.131847
High Severity Area,8,28.4491,77.108558
High Severity Area,6,28.487754,77.098535
High Severity Area,6,28.49289,77.138108
High Severity Area,6,28.496885,77.111393
High Severity Area,6,28.454381,77.118978
High Severity Area,6,28.475378,77.095716
High Severity Area,4,28.46884,77.140944
High Severity Area,4,28.477228,77.11831
High Severity Area,4,28.488973,77.101185
High Severity Area,4,28.460888,77.138765
High Severity Area,4,28.489452,77.105955
High Severity Area,2,28.471332,77.124208
High Severity Area,2,28.484388,77.125068
High Severity Area,2,28.480806,77.11511
High Severity Area,2,28.483948,77.129284
High Severity Area,2,28.486816,77.120122
High Severity Area,10,28.54493,77.209014
High Severity Area,10,28.588621,77.226496
High Severity Area,10,28.529534,77.179176
High Severity Area,10,28.566599,77.156097
High Severity Area,10,28.502923,77.151574
High Severity Area,8,28.529246,77.181152
High Severity Area,8,28.550319,77.215594
High Severity Area,8,28.536891,77.189223
High Severity Area,8,28.509946,77.190773
High Severity Area,8,28.535947,77.181781
High Severity Area,6,28.55203,77.190492
High Severity Area,6,28.541215,77.184391
High Severity Area,6,28.513624,77.16212
High Severity Area,6,28.559124,77.215616
High Severity Area,6,28.55871,77.19922
High Severity Area,4,28.532355,77.17726
High Severity Area,4,28.542627,77.205477
High Severity Area,4,28.532356,77.175076
High Severity Area,4,28.530093,77.171447
High Severity Area,4,28.536118,77.169903
High Severity Area,2,28.549757,77.184433
High Severity Area,2,28.536612,77.17816
High Severity Area,2,28.540689,77.193182
High Severity Area,2,28.546645,77.195439
High Severity Area,2,28.545783,77.191556
High Severity Area,10,28.512737,77.14743
High Severity Area,10,28.460335,77.136749
High Severity Area,10,28.43681,77.139167
High Severity Area,10,28.495262,77.15512
High Severity Area,10,28.450253,77.173942
High Severity Area,8,28.500583,77.151998
High Severity Area,8,28.505602,77.140734
High Severity Area,8,28.510097,77.099539
High Severity Area,8,28.494871,77.086716
High Severity Area,8,28.45203,77.145786
High Severity Area,6,28.461301,77.142105
High Severity Area,6,28.488599,77.136955
High Severity Area,6,28.451148,77.135737
High Severity Area,6,28.50528,77.105863
High Severity Area,6,28.492011,77.146446
High Severity Area,4,28.487804,77.107521
High Severity Area,4,28.471003,77.143564
High Severity Area,4,28.480757,77.115244
High Severity Area,4,28.472923,77.105734
High Severity Area,4,28.470001,77.107418
High Severity Area,2,28.487756,77.134647
High Severity Area,2,28.479738,77.123905
High Severity Area,2,28.481723,77.128557
High Severity Area,2,28.484352,77.13343
High Severity Area,2,28.487806,77.130773
High Severity Area,10,28.665253,77.223887
High Severity Area,10,28.631415,77.193111
High Severity Area,10,28.63742,77.260819
High Severity Area,10,28.646086,77.235128
High Severity Area,10,28.653822,77.199698
High Severity Area,8,28.64807,77.202981
High Severity Area,8,28.650213,77.270954
High Severity Area,8,28.618064,77.244671
High Severity Area,8,28.621114,77.262057
High Severity Area,8,28.631088,77.223101
High Severity Area,6,28.634632,77.234025
High Severity Area,6,28.610564,77.234712
High Severity Area,6,28.625614,77.234106
High Severity Area,6,28.609544,77.227952
High Severity Area,6,28.634245,77.220623
High Severity Area,4,28.646623,77.245135
High Severity Area,4,28.635324,77.237242
High Severity Area,4,28.633256,77.237758
High Severity Area,4,28.641414,77.235664
High Severity Area,4,28.630587,77.250032
High Severity Area,2,28.624741,77.23752
High Severity Area,2,28.633906,77.233773
High Severity Area,2,28.631409,77.231342
High Severity Area,2,28.619429,77.23528
High Severity Area,2,28.627635,77.227186
High Severity Area,10,28.680154,77.138579
High Severity Area,10,28.619721,77.147938
High Severity Area,10,28.630529,77.145558
High Severity Area,10,28.590911,77.093453
High Severity Area,10,28.609609,77.091549
High Severity Area,8,28.667922,77.134879
High Severity Area,8,28.642785,77.116607
High Severity Area,8,28.616184,77.068901
High Severity Area,8,28.647398,77.069832
High Severity Area,8,28.605654,77.10506
High Severity Area,6,28.656396,77.109544
High Severity Area,6,28.663134,77.071048
High Severity Area,6,28.622979,77.1136
High Severity Area,6,28.632726,77.095513
High Severity Area,6,28.608007,77.084848
High Severity Area,4,28.645782,77.087099
High Severity Area,4,28.639698,77.119085
High Severity Area,4,28.651683,77.107975
High Severity Area,4,28.657121,77.091995
High Severity Area,4,28.630418,77.080532
High Severity Area,2,28.633293,77.092666
High Severity Area,2,28.646706,77.094919
High Severity Area,2,28.646796,77.105299
High Severity Area,2,28.644967,77.099294
High Severity Area,2,28.641177,77.106466
High Severity Area,10,28.685619,77.176486
High Severity Area,10,28.743699,77.16151
High Severity Area,10,28.67743,77.175367
High Severity Area,10,28.710675,77.240808
High Severity Area,10,28.671554,77.188651
High Severity Area,8,28.725494,77.181018
High Severity Area,8,28.74025,77.229006
High Severity Area,8,28.697317,77.195237
High Severity Area,8,28.708384,77.154593
High Severity Area,8,28.697751,77.159268
High Severity Area,6,28.726516,77.200035
High Severity Area,6,28.712974,77.166454
High Severity Area,6,28.724786,77.190375
High Severity Area,6,28.725745,77.178299
High Severity Area,6,28.731091,77.182516
High Severity Area,4,28.70879,77.173088
High Severity Area,4,28.706674,77.202639
High Severity Area,4,28.71245,77.196555
High Severity Area,4,28.691196,77.182737
High Severity Area,4,28.703653,77.174727
High Severity Area,2,28.708287,77.191667
High Severity Area,2,28.711878,77.196286
High Severity Area,2,28.7087,77.198169
High Severity Area,2,28.713226,77.189077
High Severity Area,2,28.715169,77.19142
High Severity Area,10,28.559826,77.0451
High Severity Area,10,28.637363,77.078785
High Severity Area,10,28.606166,77.113041
High Severity Area,10,28.610948,77.0827
High Severity Area,10,28.61345,77.084096
High Severity Area,8,28.592099,77.075858
High Severity Area,8,28.59849,77.122231
High Severity Area,8,28.587362,77.064188
High Severity Area,8,28.562908,77.078335
High Severity Area,8,28.559101,77.087925
High Severity Area,6,28.602334,77.085404
High Severity Area,6,28.564487,77.089222
High Severity Area,6,28.593098,77.094905
High Severity Area,6,28.580082,77.115163
High Severity Area,6,28.57837,77.099073
High Severity Area,4,28.573395,77.099562
High Severity Area,4,28.606023,77.083957
High Severity Area,4,28.572939,77.093475
High Severity Area,4,28.595344,77.098447
High Severity Area,4,28.592659,77.076996
High Severity Area,2,28.591769,77.077858
High Severity Area,2,28.589688,77.083882
High Severity Area,2,28.591263,77.082481
High Severity Area,2,28.581876,77.082453
High Severity Area,2,28.598691,77.088657
High Severity Area,10,28.580335,76.987593
High Severity Area,10,28.630456,77.008728
High Severity Area,10,28.572033,76.965742
High Severity Area,10,28.571619,76.984418
High Severity Area,10,28.560762,76.956789
High Severity Area,8,28.579452,76.96791
High Severity Area,8,28.606748,76.94974
High Severity Area,8,28.613983,76.969394
High Severity Area,8,28.579377,77.014374
High Severity Area,8,28.589226,76.962449
High Severity Area,6,28.585699,76.965715
High Severity Area,6,28.609501,76.958342
High Severity Area,6,28.584312,77.001299
High Severity Area,6,28.624412,77.006708
High Severity Area,6,28.621719,76.986897
High Severity Area,4,28.613333,76.992109
High Severity Area,4,28.608882,76.972678
High Severity Area,4,28.602117,76.979082
High Severity Area,4,28.620941,76.971321
High Severity Area,4,28.614068,76.997379
High Severity Area,2,28.618713,76.98086
High Severity Area,2,28.602833,76.986806
High Severity Area,2,28.602144,76.981782
High Severity Area,2,28.60104,76.979875
High Severity Area,2,28.614409,76.991105
High Severity Area,10,28.547128,77.245394
High Severity Area,10,28.568346,77.278919
High Severity Area,10,28.514066,77.343468
High Severity Area,10,28.532554,77.332424
High Severity Area,10,28.527639,77.320395
High Severity Area,8,28.531042,77.264328
High Severity Area,8,28.567507,77.297356
High Severity Area,8,28.590755,77.260249
High Severity Area,8,28.523461,77.262159
High Severity Area,8,28.589432,77.276849
High Severity Area,6,28.584779,77.270097
High Severity Area,6,28.572106,77.318796
High Severity Area,6,28.583924,77.269253
High Severity Area,6,28.583792,77.299783
High Severity Area,6,28.575778,77.303128
High Severity Area,4,28.566798,77.293881
High Severity Area,4,28.551576,77.274875
High Severity Area,4,28.556433,77.299815
High Severity Area,4,28.56535,77.291016
High Severity Area,4,28.545079,77.306198
High Severity Area,2,28.562766,77.302947
High Severity Area,2,28.550666,77.304204
High Severity Area,2,28.555371,77.299377
High Severity Area,2,28.567107,77.289653
High Severity Area,2,28.556782,77.290307
High Severity Area,10,28.459844,77.18845
High Severity Area,10,28.517927,77.18782
High Severity Area,10,28.500715,77.155846
High Severity Area,10,28.491845,77.186579
High Severity Area,10,28.541232,77.168748
High Severity Area,8,28.52897,77.192747
High Severity Area,8,28.512057,77.149062
High Severity Area,8,28.523295,77.154895
High Severity Area,8,28.466677,77.137988
High Severity Area,8,28.464068,77.150985
High Severity Area,6,28.504434,77.1424
High Severity Area,6,28.509941,77.134517
High Severity Area,6,28.481247,77.152284
High Severity Area,6,28.477641,77.16034
High Severity Area,6,28.4969,77.142265
High Severity Area,4,28.495984,77.155319
High Severity Area,4,28.500478,77.164704
High Severity Area,4,28.508888,77.145051
High Severity Area,4,28.489203,77.143686
High Severity Area,4,28.494367,77.147109
High Severity Area,2,28.496806,77.154267
High Severity Area,2,28.507886,77.162003
High Severity Area,2,28.500243,77.167031
High Severity Area,2,28.494445,77.170401
High Severity Area,2,28.492578,77.165428
High Severity Area,10,28.5787,77.015002
High Severity Area,10,28.57825,77.051476
High Severity Area,10,28.58879,77.077798
High Severity Area,10,28.634467,77.015962
High Severity Area,10,28.602882,77.052771
High Severity Area,8,28.592749,77.075738
High Severity Area,8,28.557909,77.098415
High Severity Area,8,28.612547,77.069243
High Severity Area,8,28.583506,77.058851
High Severity Area,8,28.587526,77.084364
High Severity Area,6,28.570828,77.053893
High Severity Area,6,28.622064,77.085624
High Severity Area,6,28.586615,77.035034
High Severity Area,6,28.575726,77.055578
High Severity Area,6,28.621486,77.045546
High Severity Area,4,28.603548,77.062229
High Severity Area,4,28.600159,77.081984
High Severity Area,4,28.585428,77.062878
High Severity Area,4,28.602399,77.043323
High Severity Area,4,28.603318,77.061366
High Severity Area,2,28.589901,77.07176
High Severity Area,2,28.599592,77.054379
High Severity Area,2,28.587655,77.0617
High Severity Area,2,28.602976,77.068635
High Severity Area,2,28.585778,77.060448
High Severity Area,10,28.543075,77.333064
High Severity Area,10,28.571776,77.257915
High Severity Area,10,28.556649,77.330162
High Severity Area,10,28.56052,77.276465
High Severity Area,10,28.597383,77.258038
High Severity Area,8,28.587121,77.274282
High Severity Area,8,28.559031,77.336713
High Severity Area,8,28.628215,77.322448
High Severity Area,8,28.623796,77.298531
High Severity Area,8,28.627014,77.272754
High Severity Area,6,28.566526,77.283966
High Severity Area,6,28.571764,77.317234
High Severity Area,6,28.585242,77.315805
High Severity Area,6,28.583378,77.317046
High Severity Area,6,28.588603,77.292017
High Severity Area,4,28.589558,77.315598
High Severity Area,4,28.569691,77.283403
High Severity Area,4,28.587944,77.304635
High Severity Area,4,28.570034,77.286841
High Severity Area,4,28.598449,77.283398
High Severity Area,2,28.594199,77.297066
High Severity Area,2,28.597149,77.303524
High Severity Area,2,28.579298,77.3011
High Severity Area,2,28.596538,77.307235
High Severity Area,2,28.591157,77.292792
High Severity Area,10,28.581083,77.267946
High Severity Area,10,28.599277,77.24279
High Severity Area,10,28.565706,77.234494
High Severity Area,10,28.587374,77.226171
High Severity Area,10,28.582102,77.202977
High Severity Area,8,28.570974,77.206067
High Severity Area,8,28.591931,77.247813
